TID,CID,CTID,SourceID,id,number,title,length,artist,album,year,language
14030,6369,4,5,14054455,3,Episode 1: No Grand Plan,177000,Christopher Lee,This Sceptred Isle: Empire: Volume 1: 1155-1783,2005,GEnglish
14031,7268,1,4,174317-A051,5,005-Night Spirits,8m 57sec,Kalpataru Tree,All Things Passing (2010),null,Eg.
14032,7269,1,2,null,2,Junkfisher - Spectral Dimension,254,,Debug,,Eng lish
14033,2151,4,2,MBox40320625-HH,8,FeSo - Outro,86,,Working Title,11,English
14034,9907,2,2,MBox39482031-HH,7,ATB - Let U Go (airplay mix),215,,All the Best,12,English
14035,7270,1,2,MBox6557827-HH,2,Nicolas Jules - Valse métaphysique du piéton,154,,De J'oreillette au ventricule,,null
14036,7919,2,5,5316795,13,Indian War Whoop,168000,Bob Carlin & John Hartford,The Fun of Open Discussion,,English
14037,4925,2,5,12137573,4,Kapitel 4,571000,Terry Pratchett,Klonk!,2006,German
14038,7271,1,1,WoM1207620,009,Just Another Rhumba (Ella Fitzgerald Sings the George and Ira Gershwin Songbook),05:37,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Songbook,1989,
14039,7272,1,5,7522269,4,He's the Greatest Dancer,216000,unknown,100 Hits: Disco,2007,English
14040,7579,2,2,MBox29427525-HH,8,"Joseph Haydn - Concerto for Organ and Orchestra in C major, Hob XVIII:10: II. Adagio",246,,Haydn Edition (discs 31 - 40),,null
14041,7324,2,5,9283373,8,Wichita,326000,The Jayhawks,Hollywood Town Hall,,English
14042,4262,2,2,MBox38659613-HH,10,Hallway Admission -Another Unconventional Love Song,null,,Hallway Admission,24,English
14043,7273,1,4,49771-A015,7,007-A.O.V.,4m 58sec,Hell's Kitchen,Chapter 3 Triple Threat (unknown),null,Eng.
14044,1122,2,5,3744877,11,Datura Stramonium,182600,Metal Fingers,"Special Herbs, Volume 9 &",2005,English
14045,1058,4,3,37890319MB-01,4,妥協 - 花蝴蝶,4.401,蔡依林,,'09,Chinese
14046,9202,2,5,6439049,1,Breakout,228466,Swing Out Sister,The Ultimate Collection,2004,English
14047,9975,4,2,MBox11630210-HH,6,Lodger - Doorsteps,227,,Hi-Fi High Lights Down Low,05,English
14048,7274,1,1,WoM10883925,009,Duct Tape Bubble (Moments in Weightlessness),03:05,Muzzy Pep,Moments in Weightlessness,2000,
14049,5184,2,1,WoM498266,013,Two Kinds of Women (Bootin': The Best of the Rpm Years),03:02,Rosco Gordon,Bootin': The Best of the Rpm Years,,
14050,7275,1,1,WoM31640421,005,Ich bin da (16: Schlaf Gut!),03:21,Maus,16: Schlaf Gut!,2009,
14051,7037,2,5,7680833,3,Hello My Little Fish,196000,Me and My Droid,The First Artefatcs,2006,English
14052,7276,1,4,24568-A041,4,004-Toki no Hourousha,4m 10sec, & ,Final Fantasy Vocal Collections I: Pray (2004),null,unknown
14053,1235,2,1,WoM588791,0B1,Simple Song (Plock),03:21,Plone,Plock,1998,
14054,7277,1,5,12965977,123000,Enlightenment,11,Clive Murray,Earthman,,Englsih
14055,7278,1,1,WoM7390617,008,Joyless Street (Umber and Star Booty),02:17,Bitch Magnet,Umber and Star Booty,1989,
14056,435,3,3,14616811MB-01,8,"Seek & Destroy - 2004-07-02: Werchter, Belgium",,Metallica,,'04,English
14057,7523,2,1,WoM12937133,011,Friends & Co (Photograph),04:23,Melanie,Photograph,,
14058,7279,1,4,158513-A058,1,"001-Czech Dances, Book I: Polka in F-sharp minor",3m 56sec,Bedrich Smetana,"The Piano - The ultimate piano collection of the century, CD 60 (2008)",null,Eng.
14059,7280,1,2,MBox547215-HH,4,Mylène Farmer - L'Instant X,286,,bAnamorphosée,09,French
14060,3311,4,1,WoM12000522,003,"Time Comes Into Time (Goa Beach, Volume 5)",05:53,Soul Surfer,"Goa Beach, Volume 5",2006,
14061,5644,2,1,WoM26160442,9,Come Go With Me (Boogie Nights: Dance Hits of the 70's & 80's),04:20,Pockets,Boogie Nights: Dance Hits of the 70's & 80's,1998,
14062,7281,1,4,199898-A040,14,014-A Whiter Shade of Pale,3m 58sec,Procol Harum,Dance On and On - Different Styles (1993),null,Eng.
14063,7908,5,3,72111010MB-01,A4,,3.517,David Oliver,,'79,English
14064,7282,1,3,2573757MB-01,5,This Love of Mine - Latin Shadows,3.417,Shirley Scott,,'66,English
14065,4885,3,3,60976019MB-01,B6,Вспомни - Я сведу тебя с ума,5.25,Таня Буланова / Летний сад,,'95,Russian
14066,7283,1,1,WoM12132545,001,Rock y violencia (Las mas macabras de las vidas),04:40,Eskorbuto,,,
14067,42,4,5,15645510,B1,Southern Star,266000,,Into the Wild,2011,English
14068,4815,2,3,106383MB-01,12,Basic Tune (Original Mix) - Phrenetic System - KO:HEAR:ENCY,4.708,Ko Kimura,,,
14069,4381,3,3,69380917MB-01,9,Brief aus Russland - Meine Seele ist noch unterwegs,2.792,Wolfgang Borchert & Johannes Kirchberg,,'11,German
14070,7530,2,3,3271894MB-01,11,Conversas Minadas - Matéria Prima (disco 2),,Mind Da Gap,,'08,Portuguese
14071,7284,1,5,3407212,7,Take a Long-Term View of the Business,155440,Brian Tracy,21 Great Ways to Build a High Profit Business,,English
14072,7285,1,4,182079-A09,30,030-Old Triple Six (chopped & screwed),3m 13sec,Juicy J,The Southern Dynasty (2011),null,Eng.
14073,7286,1,2,MBox25918823-HH,41,Stéphane,5,,Swinging Shopping,,English
14074,7287,1,3,2228977MB-01,15,Running Up That Hill - Adrenalin Rush,4.543,Levy 9,,,English
14075,3915,3,3,33485717MB-01,2,Romance en el caney - 40 años 40 exitos,2.4,Juan Vicente Torrealba,,'01,Spanish
14076,7288,1,3,54305513MB-01,5,Unchained - Fair Warning,3.5,Van Halen,,'81,English
14077,710,2,1,WoM696176,001,"Java (Bar Jazz, Volume 4)",01:57,Al Hirt,"Bar Jazz, Volume 4",2002,
14078,6968,2,3,53342222MB-01,10,Prisoner of Dub - Babylon Is Ours: The USA in Dub,6.448,Sub Oslo,,'03,English
14079,7289,1,3,31861212MB-01,13,Dance of Solitude - Temporal,4.123,Shadrane,,'08,English
14080,2136,5,4,149437-A02,11,011-Street Hype,2m 57sec,Bruce Maginnis,Groove City (2005),null,Eng.
14081,7290,1,5,9679512,13,アアンコール,672173,新日本フィルハーモニー交響楽団,エヴァンゲリオン交響楽,1997,Japanese
14082,7291,1,2,MBox42164828-HH,A1,"Miles Davis - Well, You Needn't",506,,"In Person: Saturday Night at the Blackhawk, San Francisco, Volume 2",61,English
14083,4168,2,3,6906655MB-01,5,Aria - Ornella &...,3.605,Ornella Vanoni,,'86,Italian
14084,8901,2,2,MBox30159828-HH,1,"August Friedrich Martin Klughardt - Concertin ofür Oboe und Orchester, Op. 18: I. Ziemlich lebhaft",196,,Lost & Found: Concertini für Oboe,07,German
14085,7292,1,5,6042148,5,Cold Winter Night,241000,Lacksley Castell,Morning Glory,2006,English
14086,7293,1,2,MBox3246832-HH,10,Azul Violeta - El Amar y el Querer,352,,Volcán: Tributo a José José,98,Spanish
14087,7029,4,3,62329213MB-01,5,THE BALLAD OF MARYLOU - FILM NOIR,5.633,Andrew Karnavas,,'10,English
14088,9853,4,5,7683651,3,Intruder Alert,227000,Lupe Fiasco,Superstardom,2008,English
14089,7294,1,5,15720987,2,Interaction,,Yannah Valdevit,Equilibrium,2012,English
14090,8041,3,1,WoM1126963,012,"Half Asleep (Me, Myself & Us)",04:49,Pascale Picard,"Me, Myself & Us",2007,
14091,7295,1,4,96974-A052,8,008-Izmir'in Kzlar,4m 40sec,Sezen Aksu,Deniz Yldz (2008),null,Tur.
14092,7296,1,3,408162MB-01,3,"As the Rain - 107.1 KGSR Broadcasts, Volume 6",2.91,Jeb Loy Nichols,,'98,English
14093,451,3,4,75012-A026,5,005-Burial (Chronic 1 edit),3m 42sec,Leviticus,FFRR Classics 1988-1998,1998,Eng.
14094,7297,1,5,16533828,5,Etude in F minor Op. 25/2,,unk.,Complete Works,,Eglish
14095,3879,2,3,61034013MB-01,8,Dazbog - Too Big for Baths,,Chris Baldwin,,,English
14096,1967,2,2,MBox41451031-HH,10,Dusza - Emotional War,224,,Skokami ku wolności,05,[Multiple languages]
14097,7298,1,4,50488-A065,2,002-We Kicked Back,3m 10sec,The Spiny Anteaters,Well Laid Plans (unknown),null,Eng.
14098,3669,2,4,157412-A040,15,015-Just a Touch of Love (Jazzy instrumental version),7m 5sec,Save,The Definitive Groove Collection (2006),null,Eng.
14099,6600,5,4,34050-A017,14,"014Etude,Op.25No.2inFminor",1m 53sec,Frederic Chopin,Etude op. 10 / op. 25 (unknown),null,unknown
14100,7299,1,2,MBox44205430-HH,1,Coedwig Machen - Wandering Eternal in a Dreamlike State,528,,Wandering Eternal in a Dreamlike State,,null
14101,7300,1,1,WoM31235715,008,Clementine (B Sides),01:42,Babyshambles,B Sides,2006,
14102,6215,5,2,MBox35451026-HH,5,Worth Dying For - Of Glorious Remains pt. I - The Poisoned,334,,Tears and Ashes,11,English
14103,7301,1,3,44983211MB-01,13,Tuning - Live in Vancouver 1970,1.3,Doors,,'10,Egnlish
14104,2360,3,3,543797MB-01,10,"La Traviata: Di Madride noi siam mattadori - Masters of Classical Music, Volume 10",3.317,Giuseppe Verdi,,,English
14105,7302,1,1,WoM19058111,021,Danceland (Trance Trance Trance),06:42,Michele Generale & Deirdre Cozier,Trance Trance Trance,,
14106,7303,1,5,10355174,3,Vukovi Tame,141000,1389,Sjecanja Na Prosle Zime,2010,[Multiple languages]
14107,2536,2,5,1423240,9,Good Lovin' (with drum solo),,Grateful Dead,"1970-05-14: Merramec Community College, Kirkwood, MO, USA",,English
14108,7304,1,2,MBox1419097-HH,16,The Applejacks - Mexican Hat Rock,127,,Cameo Parkway 1957-1967,05,English
14109,8163,3,1,WoM8043446,010,Yancey's Mixture (Tribute to the Giants),03:32,Renaud Patigny,Tribute to the Giants,,
14110,7305,1,1,WoM19894728,022,Thunnder Bucket (Volume 24: Crunchy Punchy 2),02:01,n.a.,Volume 24: Crunchy Punchy 2,,
14111,65,3,2,MBox36100821-HH,11,Agents & Vesa Haaja - Apache (instrumental),182,,On Stage / In Studio,12,[Multiple languages]
14112,7306,1,5,2723718,1,Shift,317240,Radian,Juxtaposition,2004,English
14113,7307,1,3,54308711MB-01,11,This Kind of Love - 11411,3.841,Sister Hazel,,,English
14114,1657,3,3,748246MB-01,9,Rub-a-Dub Partner - Reggae Man,2.964,Jimmy Cliff,,,
14115,7308,1,3,2544519MB-01,2,Ceora - The Finest in Jazz,6.333,Lee Morgan,unk.,'07,English
14116,8369,2,1,WoM23614235,003,"Impromptu As-dur, Op. 29 (Fantasie impromptu)",04:01,Frederic Chopin,Fantasie_impromptu,1988,
14117,4982,3,2,MBox21639514-HH,7,Tore Berger - Balladen om Rickard Sandler,518,,I huset långt på landet,09,Swedish
14118,7309,1,3,3778315MB-01,6,Golo Tagarg - Gheseye Golo Tagarg,4.067,Siavash Ghomayshi,,,
14119,7310,1,5,6752832,1,Albion (Mark Norman remix),452000,Myon,Albion Remixed,2008,English
14120,7311,1,5,2947413,14,Ero,306000,Liekki,Rajan piirsin taa,2005,Finnishh
14121,7312,1,5,16049973,D11,The Lost Chord,244000,John Hanson,Songs of Joy,,English
14122,2408,4,2,MBox18192010-HH,2,Michelle Shocked - Strange Things Happening Every Day,470,,To Heaven U Ride,07,English
14123,6482,3,3,25517018MB-01,17,Resumo narrativo - Le donne cambbiate,1.026,Marcos António da Fonseca Portugal,,'99,Poruguese
14124,7313,1,4,90267-A049,9,009-Running Away,3m 0sec,Hoobastank,BuzzCuts (2007),null,En.
14125,7314,1,1,WoM19537147,013,Becky and Dave on Rooftop (The Sorcerer's Apprentice),01:24,Trevor Rabin,The Sorcerer's Apprentice,,2010
14126,7315,1,3,66102719MB-01,2,Une chanson noble et sentimentale - Triple Best Of,2.65,William Sheller,,'08,French
14127,3270,4,4,117406-A013,8,Mein Herze schwimmt im Blut 8,2m 29sec,Johann Sebast ian Bach,"Bach Masterpieces, Vol. V (1993)",null,Ger.
14128,6709,2,2,MBox7173226-HH,1,Eubie Blake - Charleston Rag,187,,Memories of You,,null
14129,7316,1,4,96669-A026,7,007-Stride,unknown,Avail,Satiate (1992),null,Eng.
14130,7317,1,4,77515-A04,4,004-Hey!,unknown,Ta'Raach & The Lovelution,The Fevers (2007),null,Eng.
14131,7263,4,3,10993216MB-01,4,My Time After Awhile - Hold That Plane!,4.287,Buddy Guy,,'72,English
14132,7318,1,5,6022915,29,20000429,188000,Aube,Millennium: Aprilis,2000,
14133,8265,2,5,2758063,6,Get Out of My Way (May's Theme),193706,N.EX.T,Guilty Gear XX #Reload OST,,
14134,7319,1,3,5461988MB-01,B3,No Warning - Three of a Perfect Pair,3.49,King Crimson,,'84,English
14135,7320,1,4,146007-A05,23,023-Highway 499,2m 42sec,Eric Clapton,Big Boss Man (unknown),null,Eng.
14136,5649,2,4,53752-A045,2,002-Original Jive,7m 8sec,Natural Rhythm,Bargrooves: Members Only( 2005),null,Eng.
14137,5328,2,4,72871-A010,1,001-Bell Tolling (A Call to Worship),0m 28sec,John Michael Talbot,n.a.,null,Eng.
14138,3104,3,5,1290858,9,"Cinderella Suite No. 2, Op. 108: Cinderella's Dreams",235000,Сергей Сергеевич Прокофьев,"Cinderella Suites Nos. 1-3 / Scythian Suite / ""On the Dnieper"" (Ukrainian State Symphony Orchestra feat. conductor: Theodore Kuchar) (disc 1)",1994,English
14139,7321,1,2,MBox11715533-HH,10,Joan Manuel Serrat - Edurne,282,,Canción infantil,00,Spanish
14140,7322,1,2,MBox5185032-HH,3,Stone the Crows - Touch of Your Loving Hand,363,,Stone the Crows (Flashback,,English
14141,7581,2,1,WoM25184242,008,Opus ((Miniatures One + Two),00:00,Stinky Winkles,Miniatures-One-+-Two,2008,
14142,8605,2,1,WoM7133528,005,Pater Lorenzos Zelle im Franziskanerkloster (Shakespeare: Romeo und Julia),03:24,Klaus Kinski und Ensemble,Shakespeare: Romeo und Julia,2003,
14143,7894,2,4,230324-A07,1,001-Getting the Point,6m 25sec,Bruce Broughtopn,Young Sherlock Holmes (2014),null,Eng.
14144,7323,1,4,100928-A08,8,"008-Woke Up (feat. Big Bear, Royal-T & 40Ounce)",2m 56sec,Awol One & Factor,Only Death Can Kill You (2007),null,Eng.
14145,7324,1,4,130752-A014,8,008-Wichita,5m 26sec,The Jayhawks,Hollywood Town Hall (unknown),null,Eng.
14146,8664,2,1,WoM2635132,005,Me Myself and I (100 R&B Classics: The Anthems),03:43,De La Soul,100 R&B Classics: The The,2008,
14147,7325,1,1,WoM155178,014,Battle #4 (SaGa Frontier),03:29,伊藤賢治,SaGa Frontier,1997,
14148,6630,2,3,7229389MB-01,60,Sad Professor (live in studio version) - Complete Warner Bros. Rarities 1988-2011,4.024,R.E.M.,,'15,English
14149,7326,1,4,32045-A04,14,014-Do You Understand?,0m 48sec,Sam Sever and the Raiders of the Lost Art,Time Machine (1998),null,EEgn.
14150,6645,3,1,WoM4674421,007,Back Back Back (Sacramento 10.25.03),04:12,Ani DiFranco,Sacramento 10.25.03,2004,
14151,7327,1,3,68953916MB-01,1,Hawa Lagi Hai - Bloody Isshq,,JavdeAli&JuneBanerjee,,'13,Hindi
14152,7328,1,1,WoM22179627,011,Failure (Poetic Rage),04:06,Fall of Envy,Poetic Rage,2008,
14153,3272,2,3,44419MB-01,24,I Am the Bus Driver - Magnetic Curses: A Chicago Punk Rock Compilation,2.717,Tom Daily,,'00,English
14154,1068,3,3,6819243MB-01,8,Rasta Army - Volume II,5.447,Wingless Angels,,,English
14155,1227,3,4,13776-A022,8,008-Agony in the Garden / Judas' Kiss,4m 9sec,Miklos Rozsa,King of Kings (z002),null,Eng.
14156,7329,1,2,MBox24242521-HH,2,"Johannes Brahms - Concerto for Violin and Orchestra in D major, Op. 77: II. Adagio",549,,Violin Masterworks: The World's Favourite Violin Classics,09,.na.
14157,3572,2,4,92203-A054,9,009-Sittin' on Top of the World,6m 58sec,Jeff Healey,Mess of Blues (2008),null,Eng.
14158,7330,1,1,WoM28507816,001,The Transport Bridge (The Young Girls of Rochefort),02:28,Michel Legrand,The Young Girls of Rochefort,2005,
14159,9649,4,5,16005635,1,Let Us Burn,331000,Within Temptation,Hydra,2014,English
14160,7331,1,3,6393326MB-01,4,"Plonk (Tripped Out mix) - Cosmic Cubes, Volume 5",6.95,Intensity,,'97,English
14161,3381,2,4,null,14,014-Thousand-Mile-Stare,1m 41sec,Caesars  Palace,Love for the Streets (2002),null,Eng.
14162,2822,2,4,61918-A00,11,011-West Bay Fuck Off!,9m 56sec,Retching Red,Get Your Red Wings (2005),null,Eng.
14163,7332,1,5,10458631,26,In dulci jubilo,111000,Stuttgarter Hymnus-Chorknaben,50 Best Of: Deutsche Weihnachten,2010,German
14164,7248,2,4,138446-A036,6,006-That's All (How Much Is That?),2m 3sec,Berlitz,Rush Hour German (unknown),null,Eng.
14165,4942,2,3,4246421MB-01,29,Tommy Dearest - With a Little Help From Our Friends,2.766,Bob & Tom,,'89,English
14166,7333,1,4,35723-A036,6,006-Freakee,9m 2sec,Til & Ron,Acid Cocktail (1997),null,Eng.
14167,5238,3,2,MBox655107-HH, 9,Steve Bell - Unto The Least Of These,278,,Simple Songs,,null
14168,1902,2,1,WoM3290661,0A3,Sulamith (Toni Rossi ja Sinitaivas),00:00,Toni Rossi & Sinitaivas,Toni Rossi ja Sinitaivas,1990,
14169,7334,1,5,5854335,7,Three Live Wires: Theme,,Bob Wallis,The Avengers & Other Top Sixties TV Themes,,English
14170,677,2,1,WoM3332374,007,Rotor (Primary Structures),04:46,Tété,Primary Structures,2011,
14171,1644,2,1,WoM6506215,003,Siren  (open_d),03:44,doa,open_d,2005,
14172,7335,1,5,7188858,16,He's Gone (Kid Loco remix),322666,Cam,Soulshine,2003,English
14173,7336,1,4,214434-A034,5,Brandenburg Concerto no. 5: II. Affettuoso,5m 45sec,Johann Sebastian Bach,"Brandenburg Concertos Nos. 4,5 & 6 (unknown)",null,unknown
14174,8614,5,5,14579422,13,Smiley,286000,The Smashing Pumpkins,Rhinocerous,1998,English
14175,488,2,3,71519210MB-01,5,White Knuckles (Rockin' & Rollin') - The Very Best,,Gary Moore,,,English
14176,7337,1,4,132551-A039,10,010-3000 Metres (3000 Metres mix),6m 18sec,James Hurrican,"Minimal Privilege, Volume 02 (2009)",null,Eng.
14177,692,2,4,130148-A07,57,057-Tribal Nation F,0m 30sec,Todd Wollons & Thomas Merecez & Patrice C. Irving,"Drama Plus, Vol. V (unknown)",null,Eng.
14178,7338,1,2,MBox908616-HH,10,"Grant Hart - Let Rosemary Rock Him, Laura-Louise",94,,Good News for Modern Man,99,English
14179,7339,1,2,MBox12043125-HH,1,Obús - Va a estallar el obús,443,,Prepárate,81,Spanish
14180,4055,3,5,14008643,5,You Can’t Always Get What You Want,292666,The Rolling Stones,Singles Collection: The London Years,2005,English
14181,7340,1,2,MBox2664215-HH,4,Too Much Joy - Just Like a Man,162,,Mutiny,92,English
14182,8590,5,5,3876954,10,Barodarho (live aat Metro),158706,Barodarho,Sturmer,2003,[Multiple languages]
14183,1197,2,5,14256315,11,Prelude E-Minor,35706,Anti Cimex,Absolut Country of Sweden,1990,English
14184,7341,1,1,WoM13640031,007,Deltroid (Celluloid),05:12,Sonar,Celluloid,2008,
14185,7342,1,2,MBox6077715-HH,44,Emblem Sound Team - Rekka Kokoro Hitotsuni - Eliwod's Theme,57,,Fire Emblem Fuuin No Ken Rekka No Ken OST,,null
14186,1328,2,3,60985214MB-01,8,I'll String Along With You - I'm in the Mood for Love,1.771,Frank Sinatra,,'95,English
14187,7343,1,1,WoM1936803,002,Morning Passages (Minimal Piano Collection),05:25,Philip Glass,Minimal Piano Collection,2006,
14188,7344,1,4,219907-A037,9,009-Is That the Time?,3m 28sec,Jazmine Ava,Sunshine & Shadows (2007),null,Eng.
14189,9264,3,4,57493-A019,9,009-Teenage Riot,2m 59sec,The Ataris,Cinema Beer Buddy (2003),null,Eng.
14190,5413,3,3,2134415MB-01,4,"Xodó da Mãe - No Mexe Mexe, No Bole Bole",3.3,Dudu Nobre,,,Portuguese
14191,7345,1,5,2689365,1,Starship Troopers (D-Bop's Saturday Nite radio edit),215000,United Citizeen Federation,Starship Troopers (feat. Sarah Brightman),,
14192,836,3,3,4763743MB-01,8,Spaced Out - Reefer Smokin' Man,,Mason Casey,,'00,English
14193,7346,1,3,5978844MB-01,10,You Won't See Me - These Foolish Things,2.538,Bryan Ferry,,'99,English
14194,7605,2,1,WoM10667215,006,Save Me All Your Sundays (Closer to Home),03:40,Jamie Anderson,Closer to Home,1989,
14195,7347,1,2,MBox1919853-HH,6,Kourosh Dini - Environ,493,,Live at the Bliss Gardens,08,English
14196,6410,3,2,MBox6306728-HH,7,Laura Pausini - Dos enamorados,280,,Las cosas que vives,96,Spanish
14197,2954,2,3,26636521MB-01,1,Star Machine (Si Begg remix) - Artificial Music for Artificial People EP,,Stewart Walker,,'98,English
14198,2098,2,3,3208300MB-01,15,Rock and Roll All Nite - Kiss Alive! 1975–2000,4.383,KISS,,'06,English
14199,2061,5,1,WoM1257450,004,Can't See the Hook (Smoke and Steel),03:23,Kinsey Report,Smoke and Steel,1998,
14200,7348,1,2,MBox30640417-HH,7,Charles Aznavour - Ce sacré piano,202,,Disque d'or,91,French
14201,6699,2,3,25878418MB-01,9,Dóna'm,4.417,Maria del Mar Bonet,,'97,Catalan
14202,7349,1,2,MBox10020420-HH,4,Llala Hansson - Dagny,214,,Lalla Hanssons Bästa,,Swedish
14203,7350,1,1,WoM324043,003,A Lei Da Bala (Moro no Brasil),04:07,Farofa Carioca,Moro no Brasil,,
14204,7965,3,2,MBox19376113-HH,13,"Mats Berglund, Göran Häkansson, Atle Lien Jenssen, & Olav Sæta - Maliserknutspringdans från Aurskog",105,,24 Polsdanser frå Finnskogen,02,Norwegian
14205,7351,1,4,200868-A020,16,016-Tommy Can You Hear Me?,1m 50sec,Maggie,Tommy (London Symphony Orchestra & Chamber Choir) (1972),null,Eng.
14206,7352,1,1,WoM776339,005,Intercession Once Again: Live in Detroit),06:41,Twinkie Clark,Home Once Again: Live in Detroit,,
14207,7353,1,1,WoM14542314,006,Rat a Tang Tang (Live at the Leaf),06:08,Papa Grows Funk,Live at the Leaf,2007,
14208,6457,3,1,WoM3004931,015,Üksik hunt (Päikest!),00:00,Toivo Asmer,Päikest!,2013,
14209,7354,1,2,MBox5078021-HH,1,Boy Krazy - That's What Love Can Do,205,,Boy Krazy,93,null
14210,3465,2,2,MBox8735428-HH,10,"The Electrics - Cry for a Year - My Love Is Lika a Red, Red Rose",206,,The Whole Shebang!,,null
14211,7355,1,2,MBox51121-HH,6,Henry Mancini - Le Jazz Hot,265,,Victor/Victoria (1982 film cast),94,English
